"","state","suicideRate","nrc.anger.x","nrc.anticipation.x","nrc.disgust.x","nrc.fear.x","nrc.joy.x","nrc.sadness.x","nrc.surprise.x","nrc.trust.x","nrc.negative.x","nrc.positive.x","sentiment_neg.x","sentiment_pos.x","nrc.anger.y","nrc.anticipation.y","nrc.disgust.y","nrc.fear.y","nrc.joy.y","nrc.sadness.y","nrc.surprise.y","nrc.trust.y","nrc.negative.y","nrc.positive.y","withdrawal","nausea","episodes","attacks","irritability","headache","imbalance","drowsy","fun","play","helped","god","answer","wants","leave","beautiful","suffer","tolerance","agree","hate","helpful","haha","enjoy","social","talk","save","win","care","love","like","hold","cope","amazing","side...effects","doctor","doses","effective","prescribed","stimulant","psychotherapy","diagnosis","pills","toxicity","X40mg","drugs","life","home","woman","she","him","girl","game","men","friends","sexual","boy","someone","movie","jesus","house","music","religion","her","songs","bible","relationship","hell","young","style","church","lord","father","heaven","dating","depress","stress","alcohol","fuck","shit","lone","support","fake","suicide","hope","sentiment_neg.y","sentiment_pos.y","retail_recreation","grocery_pharmacy","parks","transit_stations","workplaces","residential","antidep","psych","psych.hos","drg","suic","phrase1","phrase2","phrase3"
"41","South Dakota",22.5,0.555555555555556,0,0,1,0,0.666666666666667,0.111111111111111,0.555555555555556,1.33333333333333,0.888888888888889,0.135542188888889,0.0740740777777777,4,0,0,8,0,5,1,4,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.043103,0.6666667,-35,-3,126,-31,-25,8,0.11,0.05,0,0.36,0.48,0,0,0
"42","Tennessee",16.8,0.759206349206349,0.821587301587302,0.457936507936508,0.732698412698413,0.355555555555555,0.748253968253968,0.712539682539682,0.616190476190476,1.33222222222222,1.56333333333333,0.0902857306571429,0.0812878940063492,51,51,24,45,25,41,25,44,89,92,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,2,8,2,6,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,1,3,2,0,0,7,0,0,0,0,0,0,0,1,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,8.218983804,5.44146364,-35,-9,35,-35,-34,8,0.01,0.09,0.01,0.44,0.45,0.5,0.34,0.16
"43","Texas",13.4,0.697019781402512,0.595411265131412,0.336727538706106,0.810185684153229,0.24847501345358,0.588785812812757,0.432678901692986,0.937790866410584,1.21454977206233,1.27888255488133,0.137872610223442,0.068661637040949,329,293,137,380,137,275,159,427,563,563,0,0,0,0,0,0,0,0,21,15,0,2,3,1,1,0,1,0,2,0,0,0,0,23,5,0,18,40,0,22,4,0,2,0,6,0,6,0,0,0,0,0,0,0,1,8,13,0,37,7,0,1,59,0,0,1,1,0,0,1,0,0,86,0,0,20,0,2,0,0,0,0,0,0,0,0,0,2,2,1,3,3,1,0,62.436826904,37.2313581,-45,-23,-27,-47,-36,13,0.01,0.12,0.01,0.37,0.49,0.23,0.26,0.51
"44","Utah",22.7,0.490476190476191,0.583333333333333,0.585714285714286,0.767142857142857,0.308571428571429,0.736666666666667,0.598095238095238,0.391428571428571,1.20523809523809,1.00666666666667,0.177952246619048,0.0338374642857143,26,37,32,47,21,42,29,27,73,53,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,2,3,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10.7037057,2.4538172,-41,-14,26,-44,-40,10,0.02,0.07,0.01,0.27,0.63,0,0,0
"45","Vermont",18.3,0.642857142857142,0.142857142857143,0.583333333333333,0.880952380952381,0.119047619047619,0.535714285714285,0.404761904761906,0.547619047619047,1.57142857142857,0.595238095238095,0.216438169047619,0,18,4,15,22,2,11,10,8,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4.8923242,0,-62,-42,-55,-71,-43,13,0,0.09,0,0.56,0.35,0,0,0
"46","Virginia",13.4,0.469662267557005,0.618184622395149,0.336169444590497,0.732256515414412,0.230644793802688,0.47979353979354,0.415605797711061,0.862023590444643,0.989352051457315,1.21472317156528,0.140611677087965,0.0517440172609496,52,63,31,76,25,52,42,91,108,133,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,6,2,1,2,10,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,1,0,0,11,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,15.10012624,7.59117486,-39,-16,46,-50,-36,11,0.01,0.13,0.01,0.38,0.47,0.31,0.31,0.38
"47","Washington",16.9,0.463638479761693,0.665586528792394,0.270313712343401,0.634247168108379,0.342980223914881,0.484197598681701,0.350294944022513,0.828056071634033,0.973728675095704,1.40897209242973,0.149859274214036,0.0919561602465177,226,326,117,320,159,255,142,418,498,688,0,0,0,6,0,0,0,0,8,19,4,2,3,1,4,0,4,0,0,1,0,0,0,16,7,4,20,30,6,20,8,1,0,0,4,1,4,1,0,0,1,0,0,0,1,9,6,2,8,8,2,1,78,0,1,0,1,0,0,4,0,1,100,0,0,3,2,2,0,1,0,0,0,0,3,1,0,7,3,2,7,2,0,5,69.965342242,50.0180088,-48,-26,-11,-56,-41,13,0.01,0.07,0.01,0.42,0.51,0.25,0.25,0.5
"48","West Virginia",21.1,0.5,0.642857142857143,0.428571428571428,0.928571428571428,0.142857142857143,0.607142857142856,0.785714285714286,0.428571428571428,1.03571428571429,1.21428571428571,0.0685812178571429,0.0348069117857143,8,12,6,14,4,11,10,12,23,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9202741,0.97459353,-38,-16,52,-31,-33,8,0.06,0.06,0.02,0.35,0.51,0,0,1
"49","Wisconsin",15.4,0.362608225108225,0.470562770562771,0.248863636363636,0.518939393939394,0.204166666666667,0.412337662337662,0.290205627705628,0.624188311688311,1.03084415584416,0.971590909090909,0.189830998203463,0.0616181539989178,28,41,12,41,17,32,15,52,68,81,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,0,11,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,4,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3824193,4.731857,-55,-30,-12,-50,-34,13,0.02,0.07,0.01,0.36,0.54,0.33,0.34,0.33
"50","Wyoming",26.9,1.16666666666667,0.666666666666668,0.916666666666667,0.666666666666667,0.583333333333332,0.916666666666667,0.916666666666667,1,1.5,1.83333333333333,0.345124675,0.2000694,6,6,5,4,5,5,5,6,10,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.7624131,1.2008328,-37,-13,29,-14,-29,8,0.08,0.08,0,0.38,0.46,0,0,0
